codigo,descripcion,categoria,archivo_foto
BRO119160,"BROCA PARA CONCRETO 5/16"" X 12"" (119160)",Herramienta manual,BRO119160.webp
BROCON5/16X12,"BROCA PARA CONCRETO 5/16"" X 12""(119209)SDS",Herramienta manual,BROCON5-16X12.webp
BROCON5/16X6,"BROCA PARA CONCRETO 5/16"" X 6 (119208)SDS",Herramienta manual,BROCON5-16X6.webp
BROCON5/8X12,"BROCA PARA CONCRETO 5/8"" X 12""(119217)SDS",Herramienta manual,BROCON5-8X12.webp
BROCON5/8X6,"BROCA PARA CONCRETO 5/8"" X 6"" (119216)SDS",Herramienta manual,BROCON5-8X6.webp
BROCON7/8X12,"BROCA PARA CONCRETO 7/8"" X 12"" (119220)",Herramienta manual,BROCON7-8X12.webp
BR1405,BROCA ROUTER 1/4 MED CAÑ 3/8 URREA(BR1405),Herramienta electrica,BR1405.webp
119270,"BROCA ROUTER DE 1 1/2"" X 3/4"" SURTEK (119270)",Herramienta electrica,119270.webp
119263,"BROCA ROUTER REBAJ. 1/2"" A 1 1/4"" SURTEK (119263)",Herramienta electrica,119263.webp
142652,"BROCHA MANGO PLASTICO 1 1/2"" FOY (142652)",Pintura y quimicos,142652.webp
123312,"BROCHA MANGO PLASTICO 1 1/2"" SURTEK (123312)",Pintura y quimicos,123312.webp
142651,"BROCHA MANGO PLASTICO 1"" FOY (142651)",Pintura y quimicos,142651.webp
123311,"BROCHA MANGO PLASTICO 1"" SURTEK (123311)",Pintura y quimicos,123311.webp
142650,"BROCHA MANGO PLASTICO 1/2"" FOY (142650)",Pintura y quimicos,142650.webp
123314,BROCHA MANGO PLASTICO 2 1/2 SURTEK (123314),Pintura y quimicos,123314.webp
142654,"BROCHA MANGO PLASTICO 2 1/2""  FOY (142654)",Pintura y quimicos,142654.webp
142653,"BROCHA MANGO PLASTICO 2"" FOY (142653)",Pintura y quimicos,142653.webp
123313,"BROCHA MANGO PLASTICO 2"" SURTEK (123313)",Pintura y quimicos,123313.webp
142655,"BROCHA MANGO PLASTICO 3"" FOY (142655)",Pintura y quimicos,142655.webp
142656,"BROCHA MANGO PLASTICO 4"" FOY(142656)",Pintura y quimicos,142656.webp
142658,"BROCHA MANGO PLASTICO 6""FOY (142658)",Pintura y quimicos,142658.webp
107344,CABLE PASACORRIENTE CAL.18 3 MTS (107344),Electrico e iluminacion,107344.webp
136935,CABLE SURTEK 2 X 12 USO RUDO (136935),Electrico e iluminacion,136935.webp
136936,CABLE SURTEK 3 X 12 USO RUDO (136936),Electrico e iluminacion,136936.webp
136938,"CABLE SURTEK 3 X 14 USO RUDO 220V,15AMP(136938)",Electrico e iluminacion,136938.webp
150826,"CADENA GRADO 70 C/GANCHO 3/8"" (150826)",Tornilleria y fijacion,150826.webp
CPU19P,"CAJA PLASTICA BROCH 19 X 10"" ( CPU19P )",Herramienta manual,CPU19P.webp
CPS17,CAJA PLASTICA NEGRA SURTEK (CPS17),Herramienta manual,CPS17.webp
CPS19P,CAJA PLASTICA NEGRA SURTEK (CPS19P),Herramienta manual,CPS19P.webp
CPS17K,CAJA PLASTICA ROSA SURTEK (CPS17K),"Herrería, forja y herrajes",CPS17K.webp
137657,CAPUCHA DE MEZCLILLA SURTEK (137657),Seguridad EPP,137657.webp
CARCIOND4,"CARDA CIRCULAR LATON OND. 4"" (123249)",Soldadura y abrasivos,CARCIOND4.webp
C546,"CARDA CIRCULAR OND. 1 1/2 X 0.17MM 1/4"" (C546)",Soldadura y abrasivos,C546.webp
C563,CARDA CIRCULAR OND. 3X 0.30MM 1/4 (C563),Soldadura y abrasivos,C563.webp
C564,CARDA CIRCULAR OND. 4X 0.30MM 1/4 (C564),Soldadura y abrasivos,C564.webp
C542,"CARDA CIRCULAR ONDULADA 6 X 0.35MM 1 1/4"" (C542)",Soldadura y abrasivos,C542.webp
CAR123245,"CARDA CIRCULAR SURTEK 1/4 X 1 1/2"" (123245)",Soldadura y abrasivos,CAR123245.webp
C536,"CARDA CIRCULAR TRENZADA 6 X 0.51MM 5/8"" (C536)",Soldadura y abrasivos,C536.webp
C527,"CARDA CIRCULAR TRENZADA 6X0.5MM 5/8"" (C527)",Soldadura y abrasivos,C527.webp
C504,"CARDA COPA OND.5""X0.35 MM 5/8 (C504)",Soldadura y abrasivos,C504.webp
C572,"CARDA COPA ONDULADA 1 3/4 X 0.17MM 1/4"" (C572)",Soldadura y abrasivos,C572.webp
C578,"CARDA COPA ONDULADA 1 3/4 X 0.30MM 1/4"" (C578)",Soldadura y abrasivos,C578.webp
C580,"CARDA COPA ONDULADA 2 3/4 X 0.30MM 1/4"" (C580)",Soldadura y abrasivos,C580.webp
C500,"CARDA COPA ONDULADA 3 X 0.35MM 5/8"" (C500)",Soldadura y abrasivos,C500.webp
C501,CARDA COPA ONDULADA 3 X 0.35MM M14 (C501),Soldadura y abrasivos,C501.webp
CARCO123229,"CARDA COPA ONDULADA 3""X.35 RM14(123229)",Soldadura y abrasivos,CARCO123229.webp
C502,"CARDA COPA ONDULADA 4"" X 0.35MM 5/8"" (C502)",Soldadura y abrasivos,C502.webp
CARCOOND3,"CARDA COPA ONDULADO 3"" X 5/8"" (123228)",Soldadura y abrasivos,CARCOOND3.webp
C516,"CARDA COPA TR. 5""X0.35MM 5/8 (C516)",Soldadura y abrasivos,C516.webp
C512,"CARDA COPA TRENZ. 3X 0.35MM 5/8""(C512)",Soldadura y abrasivos,C512.webp
C513,CARDA COPA TRENZ. 3X 0.35MM M14(C513),Soldadura y abrasivos,C513.webp
C514,"CARDA COPA TRENZ. 4X 0.35MM 5/8""(C514)",Soldadura y abrasivos,C514.webp
C515,CARDA COPA TRENZ. 4X 0.35MM M1 (C515),Soldadura y abrasivos,C515.webp
CARCOTRE3-123237,"CARDA COPA TRENZADA 3""  14 MM  (123237)",Soldadura y abrasivos,CARCOTRE3-123237.webp
CARCOTRE3,"CARDA COPA TRENZADA 3"" X 5/8""  (123236)",Soldadura y abrasivos,CARCOTRE3.webp
CARCOTRE4,"CARDA COPA TRENZADA 4""X1 1/8"" (123239)",Soldadura y abrasivos,CARCOTRE4.webp
CARCOTRE4-(123238),"CARDA COPA TRENZADA 4""X1 1/8""X.35MM (123238)",Soldadura y abrasivos,CARCOTRE4-123238.webp
CARCOTRE5-14MM,"CARDA COPA TRENZADA 5""X 14MM   (123241)",Soldadura y abrasivos,CARCOTRE5-14MM.webp
CARCOTRE5,"CARDA COPA TRENZADA 5""X5/8""  (123240)",Soldadura y abrasivos,CARCOTRE5.webp
CAR123221,CARDA ESMERIL P/BANCO 6 X 1 3/16 (123221),Herramienta electrica,CAR123221.webp
CARTAL6X44,"CARDA P/TALADRO 1 3/4""X1/4""X2 3/32(123252)",Herramienta electrica,CARTAL6X44.webp
123254,"CARDA P/TALADRO 1/4"" X 1 3/4"" 17MM SURTEK (123254)",Herramienta electrica,123254.webp
CARTAL6X70,"CARDA P/TALADRO 2 3/4""X1/4""X25/32 (123253)",Herramienta electrica,CARTAL6X70.webp
CARTAL6X75,"CARDA P/TALADRO 3""X1/4""X5/8"" (123251)",Herramienta electrica,CARTAL6X75.webp
CAR123224,"CARDA TRENZADA 6""X .55MM (123224)",Soldadura y abrasivos,CAR123224.webp
CAR123225,"CARDA TRENZADA 6""X.51MMX3/4"" (123225)",Soldadura y abrasivos,CAR123225.webp
USCS6,CARETA ELECT. P/SOLD.LENTE AMPLIO URREA(USCS6),Seguridad (EPP),USCS6.webp
USCS5,CARETA ELECT.P/SOLD.DIS SOLFIB URREA(USCS5),Seguridad (EPP),USCS5.webp
137331,CARETA P/SOLDAR VISION AMPLIA SURTEK (137331),Seguridad (EPP),137331.webp
RC03,CARTUCHO P/REP PINT AEROSOL RC03,Pintura y quimicos,RC03.webp
137354,CARTUCHO RESPIRADOR DE POLVO SURTEK (137354),Seguridad (EPP),137354.webp
137355,CARTUCHO RESPIRADOR PINTURA SURTEK (137355),Pintura y quimicos,137355.webp
USH01Y,CASCO AJUSTE MAT. AMARILLO (USH01Y),Seguridad (EPP),USH01Y.webp
CASA,CASCO SEG AJUST INT 4 PTOS AMAR(CASA),Seguridad (EPP),CASA.webp
137308,CASCO SEGURIDAD AMARILLO SURTEK (137308),Seguridad (EPP),137308.webp
CEPALM,CEPILLO DE ALAMBRE (4X16)123260,Soldadura y abrasivos,CEPALM.webp
CEPALM123261,CEPILLO DE ALAMBRE (4X16)123261,Soldadura y abrasivos,CEPALM123261.webp
123262,CEPILLO DE ALAMBRE SIN MANGO 6X19 SURTEK (123262),Soldadura y abrasivos,123262.webp
137549,CHALECO AV SUPERIOR AMAR. SURTEK (137549),Seguridad (EPP),137549.webp
137592,CHALECO AV SUPERIOR AZUL SURTEK (137592),Seguridad (EPP),137592.webp
137548,CHALECO AV SUPERIOR NARAN. SURTEK (137548),Seguridad (EPP),137548.webp
137376,CHALECO MALLA CORREA AJUST. NAR. SURTEK (137376),"Alambre, malla y cercas",137376.webp
137496,CHALECO SEG.NARANJA UNIT(137496),Seguridad (EPP),137496.webp
137497,CHALECO SEG.NARANJA UNIT(137497),Seguridad (EPP),137497.webp
USCH34,CHALECO SEG.SUPERVISOR ROJO EEG(USCH34),Seguridad (EPP),USCH34.webp
137377,CHALECO SEGURIDAD REF.NJA.SURTEK 137377,Seguridad (EPP),137377.webp
117116,"CINCEL 1/2"" DE 8"" LARGO SURTEK (117116)",Herramienta manual,117116.webp
87G22,CINCEL CANAL SDS PLUS 250X22MM URREA(87D22),Herramienta manual,87G22.webp
87F20,CINCEL PLANO SDS PLUS 250X20MM URREA(87F20),Herramienta manual,87F20.webp
87P14,CINCEL PTA. SDS PLUS 250X14MM URREA(87P14),Herramienta manual,87P14.webp
SINAIS-138001,CINTA AISLAR SURTEK 19MMX18M (138001),Pintura y químicos,SINAIS-138001.webp
SINAIS-138000,CINTA AISLAR SURTEK 9M (138000),Pintura y químicos,SINAIS-138000.webp
137367,CINTA ANTIDERRAPANTE 50MM 5M SURTEK (137367),Pintura y químicos,137367.webp
CLFV20,CINTA LGA FIB VID 20 M  ( CLFV20 ),Pintura y químicos,CLFV20.webp
CLX30,CINTA METRICA TIPO CRUCETA 30 MTS. SURTEK (CLX30),Herramienta manual,CLX30.webp
CLX50,CINTA METRICA TIPO CRUCETA 50 MTS. SURTEK (CLX50),Herramienta manual,CLX50.webp
137297,"CINTA PRECAUCION DE 3"" 100 MTS.(137297)",Pintura y químicos,137297.webp
138026,CINTA TRANS. 150 MTS SURTEK (138026),Pintura y químicos,138026.webp
CLANEUCN650,"CLAVADORA NEUMATICA SURTEK 100 CLAVOS 2"" (CN650)","Alambre, malla y cercas",CLANEUCN650.webp
CLA108500,CLAVOS P/CLAV.NEU SURTEK 19/32 (108500),"Alambre, malla y cercas",CLA108500.webp
CLA108502,"CLAVOS P/CLAV.NEU. SURTEK 1"" (108502)","Alambre, malla y cercas",CLA108502.webp
CLA108506,CLAVOS P/CLAV.NEU. SURTEK 1-5/8 (108506),"Alambre, malla y cercas",CLA108506.webp
CLA108508,"CLAVOS P/CLAV.NEU. SURTEK 2"" (108508)","Alambre, malla y cercas",CLA108508.webp
CO84,CONCERTINA NAVAJA 4 PTA. A 8 MTS SURTEK (CO84),Herramienta manual,CO84.webp
CRSOLS,CONECTOR PARA SOLDAR (CRSOLS),Soldadura (consumibles),CRSOLS.webp
137601,CONO PRECAUCION SIN REFL 90CM (137601),POR CLASIFICAR,137601.webp
108106,"COPLE HEMBRA 1/4"" SURTEK (108106)",Tuberia y conexiones,108106.webp
HS1,CORTACIRCULOS BIMETAL URREA (HS1),Herramienta manual,HS1.webp
HS1-1/16,CORTACIRCULOS BIMETAL URREA (HS1-1/16),Herramienta manual,HS1-1-16.webp
HS1-1/2,CORTACIRCULOS BIMETAL URREA (HS1-1/2),Herramienta manual,HS1-1-2.webp
HS1-1/4,CORTACIRCULOS BIMETAL URREA (HS1-1/4),Herramienta manual,HS1-1-4.webp
HS1-1/8,CORTACIRCULOS BIMETAL URREA (HS1-1/8),Herramienta manual,HS1-1-8.webp
HS1-3/16,CORTACIRCULOS BIMETAL URREA (HS1-3/16),Herramienta manual,HS1-3-16.webp
HS1-3/8,CORTACIRCULOS BIMETAL URREA (HS1-3/8),Herramienta manual,HS1-3-8.webp
HS2-1/2,CORTACIRCULOS BIMETAL URREA (HS2-1/2),Herramienta manual,HS2-1-2.webp
HS2-1/4,CORTACIRCULOS BIMETAL URREA (HS2-1/4),Herramienta manual,HS2-1-4.webp
HS2-1/8,CORTACIRCULOS BIMETAL URREA (HS2-1/8),Herramienta manual,HS2-1-8.webp
HS3,CORTACIRCULOS BIMETAL URREA (HS3),Herramienta manual,HS3.webp
HS7/8,CORTACIRCULOS BIMETAL URREA (HS7/8),Herramienta manual,HS7-8.webp
HS2,"CORTACIRCULOS BIMETAL URREA 2 "" (HS2)",Herramienta manual,HS2.webp
CP115142,"CORTAPERNOS 24"" SURTEK (115142)",Tornilleria y fijacion,CP115142.webp
CP115144,"CORTAPERNOS 30"" SURTEK (115144)",Tornilleria y fijacion,CP115144.webp
115143,"CORTAPERNOS 36"" SURTEK (115143)",Tornilleria y fijacion,115143.webp
142636,"CUÑA P/RASPAR CON MANGO PLASTICO 5"" (142636)",Herramienta manual,142636.webp
143106,"CUTTER DE PLASTICO 6"" FOY (143106)",Herramienta manual,143106.webp
CUTF14,"CUTTER DE PLASTICO 8"" SURTEK (CUTF14)",Herramienta manual,CUTF14.webp
S7834HL,"DADO DE IMPACTO 6 PT 1-1/16"" SURTEK (S7834HL)",Herramienta manual,S7834HL.webp
S7840HL,"DADO DE IMPACTO 6 PT 1-1/4"" SURTEK (S7840HL)",Herramienta manual,S7840HL.webp
S7826HL,"DADO DE IMPACTO 6 PT 13/16"" SURTEK (S7826HL)",Herramienta manual,S7826HL.webp
S7828HL,"DADO DE IMPACTO 6 PT 7/8"" SURTEK (S7828HL)",Herramienta manual,S7828HL.webp
PCJ38,"DADO MAGNETICO 3/8"" SURTEK (PCJ3/8)",Herramienta manual,PCJ38.webp
DG743A,"DESBROZADORA GAS 17""43CC(DG743A)",Herramienta electrica,DG743A.webp
D247,"DESTORNILLADOR D/CRUZ PH 3/16"" X 4"" SURTEK (D247)",Herramienta manual,D247.webp
D202,"DESTORNILLADOR PLANO 3/16"" X 4"" SURTEK (D202)",Herramienta manual,D202.webp
121150,DOBLADORA P/TUBO HIDRAULICA 12 TON SURTEK (121150),Tuberia y conexiones,121150.webp
DOBTUBO,DOBLADORA PARA TUBO HIDRAULICA 16 TON. (121151),Tuberia y conexiones,DOBTUBO.webp
114301,ENGRAPADORA MANUAL 4-14MM SURTEK (114301),"Herrería, forja y herrajes",114301.webp
EE20,ESCALERA EXT. T/3 ALUM. 20 PELD.(EE20),Herramienta manual,EE20.webp
EM212,ESCALERA MULTI.T/3 ALUM. 12 PEL.(EM212),Herramienta manual,EM212.webp
ETT2,ESCALERA PLEGABLE T/TAB.ACER. 2 PELDAÑO (ETT2),"Herrería, forja y herrajes",ETT2.webp
ET4,ESCALERA TIJERA 4 PELD. 1.54 MTS SURTEK (ET4),Herramienta manual,ET4.webp
ET5,ESCALERA TIJERA T/3 ALUM. 5 PEL. (ET5),Herramienta manual,ET5.webp
122280,ESCUADRA CANT. AC ALT. CA. 8X12(122280),Herramienta manual,122280.webp
ESCOM12-122254,"ESCUADRA COMBINADA DE 12"" (122254)",Herramienta manual,ESCOM12-122254.webp
ESCOM12,"ESCUADRA COMBINADA DE 12"" (142073)",Herramienta manual,ESCOM12.webp
"ESME10""","ESCUADRA METALICA DE 10"" (122252)",Herramienta manual,ESME10.webp
"ESME12""","ESCUADRA METALICA DE 12""  (122253)",Herramienta manual,ESME12.webp
ESME24-122281,"ESCUADRA METALICA DE 16"" X 24"" (122281)",Herramienta manual,ESME24-122281.webp
ESME24,"ESCUADRA METALICA DE 16"" X 24"" (142072)",Herramienta manual,ESME24.webp
"ESME6""","ESCUADRA METALICA DE 6"" (122250)",Herramienta manual,ESME6.webp
"ESME8""","ESCUADRA METALICA DE 8"" (122251)",Herramienta manual,ESME8.webp
ESME8X12,"ESCUADRA METALICA DE 8"" X 12""(142071)",Herramienta manual,ESME8X12.webp
"ESMEF8""122264","ESCUADRA METALICA FALSA  DE 8"" (122264)",Herramienta manual,ESMEF8-122264.webp
ESC34,"ESLINGA OJO 3"" X 4M 3 TON. SURTEK (ESC34)",Herramienta manual,ESC34.webp
ESC36,"ESLINGA OJO 3"" X 6M SURTEK (ESC36)",Herramienta manual,ESC36.webp
EP243,"ESLINGA OJO 4"" X 3M URREA (EP243)",Herramienta manual,EP243.webp
ESC44,"ESLINGA OJO 4"" X 4M SURTEK (ESC44)",Herramienta manual,ESC44.webp
EP242,"ESLINGA OJO 4""X 2M URREA (EP242)",Herramienta manual,EP242.webp
EP244,"ESLINGA OJO 4""X 4M URREA (EP244)",Herramienta manual,EP244.webp
EP246,ESLINGA OJO-OJO URREA 4X6MT.  (EP246),Herramienta manual,EP246.webp
123032,"ESPATULA FLEXIBLE MGO. BIMET. 2"" SURTEK (123032)",Herramienta manual,123032.webp
123033,"ESPATULA FLEXIBLE MGO. BIMET. 3"" SURTEK (123033)",Herramienta manual,123033.webp
137504,FAJA DE MALLA SURTEK T/CHICA (137504),"Alambre, malla y cercas",137504.webp
137507,FAJA DE MALLA SURTEK T/EXTRA GRANDE (137507),"Alambre, malla y cercas",137507.webp
137506,FAJA DE MALLA SURTEK T/GRANDE (137506),"Alambre, malla y cercas",137506.webp
137505,FAJA DE MALLA SURTEK T/MEDIANA (137505),"Alambre, malla y cercas",137505.webp
137538,FAJA ELASTICA REFORZADA T/CH. (137538) SURTEK,Seguridad EPP,137538.webp
137541,FAJA ELASTICA REFORZADA T/EG (137541) SURTEK,Seguridad EPP,137541.webp
137542,FAJA ELASTICA REFORZADA T/EGG (137542) SURTEK,Seguridad EPP,137542.webp
137540,FAJA ELASTICA REFORZADA T/G (137540) SURTEK,Seguridad EPP,137540.webp
137539,FAJA ELASTICA REFORZADA T/M (137539) SURTEK,Seguridad EPP,137539.webp
FIL108103,FILTRO SEPARADOR AGUA Y ACEITE SURTEK(108103),Pintura y químicos,FIL108103.webp
142132,FLEXOMETRO 5 MTS. COLORES FOY (142132),Herramienta manual,142132.webp
B122080,FLEXOMETRO ANTI-IMPACTO 3MTS SURTEK (B122080),Herramienta manual,B122080.webp
B122086,FLEXOMETRO ANTI-IMPACTO 5 MTS SURTEK (B122086),Herramienta manual,B122086.webp
142063,FLEXOMETRO ANTI-IMPACTO 5 MTS. FOY (142063),Herramienta manual,142063.webp
B122082,FLEXOMETRO ANTI-IMPACTO 8 MT (B122082),Herramienta manual,B122082.webp
142126,FLEXOMETRO CARC.PLASTICO ROJO 5 MT.(142126),Herramienta manual,142126.webp
B122074,FLEXOMETRO RUBBER GRIP 5 MTS SURTEK (B122074),Herramienta manual,B122074.webp
FLEHP5A,FLEXOMETRO SURTEK  DE 5 MT.ANTI-IMP (B122081),Herramienta manual,FLEHP5A.webp
130409,FUMIGADOR DOMESTICO 1.5L (130409),Herramienta manual,130409.webp
USIMM33,GABARDINA IMP.  REF.T/EG (USIM33) URREA,POR CLASIFICAR,USIMM33.webp
USIM32,GABARDINA IMP. REF.T/G (USIM32) URREA,POR CLASIFICAR,USIM32.webp
USIM31,GABARDINA IMP. REF.T/M (USIM31 )URREA,POR CLASIFICAR,USIM31.webp
124134,"GANCHO P/PANEL RANURADO 8"" (124134)",Tornilleria y fijacion,124134.webp
GBS4,GATO HIDRAULIC BOTELLA 4T (GBS4),Herramienta manual,GBS4.webp
GBS12,GATO HIDRAULICO BOTELLA 12 T (GBS12),Herramienta manual,GBS12.webp
GBS2,GATO HIDRAULICO BOTELLA 2 T (GBS2),Herramienta manual,GBS2.webp
GAVA2,GAVETA PLASTICA AMARILLA SURTEK (GAVA2),Herramienta manual,GAVA2.webp
GAVA3,GAVETA PLASTICA AMARILLA SURTEK (GAVA3),Herramienta manual,GAVA3.webp
137320,GOGGLES DE SEGURIDAD TRANSP.(137320),Seguridad (EPP),137320.webp
137321,GOGLE PARA SOLDAR SURTEK (137321),Seguridad EPP,137321.webp
137334,GOGLE PARA SOLDAR SURTEK (137334),Seguridad EPP,137334.webp
114361,"GRAPAS 13/32X5/16"" ENGRAP.MAN(114361)","Herrería, forja y herrajes",114361.webp
114354,"GRAPAS ENGRA. MANUAL 7/16"" X 1/2"" SURTEK (114354)","Herrería, forja y herrajes",114354.webp
114355,"GRAPAS ENGRA. MANUAL 7/16"" X 9/16"" SURTEK (114355)","Herrería, forja y herrajes",114355.webp
137416,GUANTE DE PUNTO PVC GRANDE SURTEK (137416),Lamina y cubiertas,137416.webp
137409,GUANTE DE PUNTO PVC SURTEK (137409),Lamina y cubiertas,137409.webp
USGVX,GUANTE MECANICO ANTIVIB. EG URREA (USGVX),Seguridad (EPP),USGVX.webp
USGVG,GUANTE MECANICO ANTIVIB. G URREA (USGVG),Seguridad (EPP),USGVG.webp
USGVM,GUANTE MECANICO ANTIVIB. M URREA (USGVM),Seguridad (EPP),USGVM.webp
GAPG,GUANTES ALGODÓN C/PNTS PVC G (GAPG),Lamina y cubiertas,GAPG.webp
GAPM,GUANTES ALGODÓN C/PNTS PVC M (GAPM),Lamina y cubiertas,GAPM.webp
137384,GUANTES DE LONETA SURTEK (137384),Seguridad (EPP),137384.webp
137401,GUANTES DE NAILON CON POLIURETANO SURTEK (137401),Seguridad (EPP),137401.webp
GNPM,GUANTES NAILON C/POLIU M (GNPM),Seguridad (EPP),GNPM.webp
GC3,"GUARDACABO P/CABLE DE ACERO 1/4"" SURTEK (GC3)",Izaje y maniobra,GC3.webp
GC5,"GUARDACABO P/CABLE DE ACERO 3/8"" SURTEK (GC5)",Izaje y maniobra,GC5.webp
SSK15,HOJAS P/SIERRA CALADOR BCO. 5 PZA.(SSK15),Herramienta electrica,SSK15.webp
SSK18,HOJAS P/SIERRA CALADOR BCO. 5 PZA.(SSK18),Herramienta electrica,SSK18.webp
54417,"JGO DADOS HEX 1/2"" PG 7 PZ ( 54417 )",Herramienta manual,54417.webp
5439C,"JGO DADOS TORX 1/2"" 7 ZA   ( 5439C )",Herramienta manual,5439C.webp
5200TX,"JGO DADOS TORX HEMB 3/8"" 10 PZ ( 5200TX )",Herramienta manual,5200TX.webp
142070,"JGO. 2 VERNIER PLASTICO 3"" Y 6"" (142070)",Herramienta manual,142070.webp
JBAVS,JGO. BROCAS COB AC ALT VEL 5 PZ(JBAVS),Herramienta manual,JBAVS.webp
5113,JGO. BROCAS NGA AC ALT VEL 13 PZ (5113),Herramienta manual,5113.webp
MDHK,JGO. DE MARTILLO P/LAMINERO Y ESTIBADOR (MDHK),Herramienta manual,MDHK.webp
JCS4,JGO. SIERRAS CORTACIRCULOS 4PZA.(JCS4),Herramienta electrica,JCS4.webp
123702,JGO.MACH Y DADOS 60PZA. (123702),Herramienta manual,123702.webp
SH15,"JGO.SUJETADOR HULE 15"" (SH15)",Herramienta manual,SH15.webp
SH21,"JGO.SUJETADOR HULE 21"" (SH21)",Herramienta manual,SH21.webp
JSH6,JGO.SUJETADOR HULE 6PZA (JSH6),Herramienta manual,JSH6.webp
F4400,"JUEGO 15 DADOS 1/4"" 6 PT (F4400) SURTEK",Herramienta manual,F4400.webp
ES5,JUEGO DE 5 LLAVES ESPAÑOLAS (ES5) SURTEK,Herramienta manual,ES5.webp
41A,JUEGO DE 5 PUNTOS P/MARCAR URREA (41A),Herramienta manual,41A.webp
108140,JUEGO DE ACCESORIOS NEUMATICS SURTEK (108140),Herramienta manual,108140.webp
2DP34,"JUEGO DE DESTORNILLADORES 3/16""X4""(2DP34)",Herramienta manual,2DP34.webp
8100CM,JUEGO DE LLAVES ESTRI 45ª 6 PZAS (8100CM),Herramienta manual,8100CM.webp
ALLFH9,JUEGO DE LLAVES HEXAG. SURTEK (ALLFH9),Herramienta manual,ALLFH9.webp
1700CM,JUEGO DE LLAVES OBSTRU MM 5 PZAS (1700CM),Herramienta manual,1700CM.webp
PFC33,"JUEGO DE PUNTAS COMBINADO HEX. 1/4"" SURTEK (PFC33)",Herramienta manual,PFC33.webp
LUNL03,LAMPARA DECORATIVA LUNA SURTEK (LUNL03),Electrico e iluminacion,LUNL03.webp
FAP40,LAMPARA LEDALTA POTENCIA 40W(FAP40),Electrico e iluminacion,FAP40.webp
137328,LENTE MICA OBSCURA P/CARETA DE SOLDAR (137328),Soldadura y abrasivos,137328.webp
137327,LENTE MICA TRANSP. P/CARETA DE SOLDAR (137327),Soldadura y abrasivos,137327.webp
137684,LENTE SEGURIDAD AJUSTABLE OSCURO (137684),Seguridad (EPP),137684.webp
137326,LENTE SEGURIDAD AJUSTABLE TRANSPARENTE (137326),Lamina y cubiertas,137326.webp
137325,LENTE SEGURIDAD AMBAR (137325),Seguridad (EPP),137325.webp
USL010,LENTE SEGURIDAD ECLIPSE OSCURO(USL010),Perfiles estructurales,USL010.webp
144185,LENTE SEGURIDAD INDUSTRIAL AMBAR (144185),Seguridad (EPP),144185.webp
144184,LENTE SEGURIDAD INDUSTRIAL OSCURO (144184),Seguridad (EPP),144184.webp
144183,LENTE SEGURIDAD INDUSTRIAL TRANSPARENTE (144183),Lamina y cubiertas,144183.webp
137324,LENTE SEGURIDAD OSCURO SURTEK (137324),Seguridad (EPP),137324.webp
137323,LENTE SEGURIDAD TRANSPARENTE SURTEK (137323),Lamina y cubiertas,137323.webp
137670,LENTES DE SEGURIDAD AMBAR SURTEK (137670),Seguridad (EPP),137670.webp
137699,LENTES DE SEGURIDAD OSCURO SURTEK (137669),Seguridad (EPP),137699.webp
137668,LENTES DE SEGURIDAD TRANSP. SURTEK (137668),Seguridad (EPP),137668.webp
LO414A,LIJADORA ORB. 1/4  SURTEK  240 W  (LO414),Herramienta electrica,LO414A.webp
LO914,LIJADORA ORB. 1/4 HOJA URREA (LO914),Herramienta electrica,LO914.webp
120330,"LIMA BASTARDA 8"" (120330) SURTEK",Herramienta manual,120330.webp
120350,"LIMA BASTARDA REDONDA 4"" SURTEK (120350)",Herramienta manual,120350.webp
120303,"LIMA MEDIA CAÑA BASTARDA 10"" SURTEK (120303)",Herramienta manual,120303.webp
120362,"LIMA MUSA REDONDA 10"" SURTEK (120362)",Herramienta manual,120362.webp
LIMA120363,"LIMA MUSA REDONDA 12"" SURTEK (120363)",Herramienta manual,LIMA120363.webp
120360,"LIMA MUSA REDONDA 6"" SURTEK (120360)",Herramienta manual,120360.webp
120361,"LIMA MUSA REDONDA 8"" SURTEK (120361)",Herramienta manual,120361.webp
120335,"LIMA PLANA BASTARDA 14"" (120335)",Herramienta manual,120335.webp
120331,"LIMA PLANA BASTARDA 6"" (120331)",Herramienta manual,120331.webp
LI-120332,"LIMA PLANA BASTARDA 8"" (120332)",Herramienta manual,LI-120332.webp
120341,"LIMA PLANA MUZA 6"" (120341)",Herramienta manual,120341.webp
120354,"LIMA REDONDA BASTARDA 12"" (120354)",Herramienta manual,120354.webp
LI-120378,"LIMA TRIANGULAR 8"" (120378)",Herramienta manual,LI-120378.webp
120370,"LIMA TRIANGULAR U/PES 6"" (120370)",Herramienta manual,120370.webp
LA32AA,LINTERNA LED ANT.IMP. BAT. AA  (LA32AA),Eléctrico e iluminación,LA32AA.webp
LTU40S,LINTERNA LED T/SLIM RECA 400LM,Eléctrico e iluminación,LTU40S.webp
LRCF4,LINTERNA RECARGABLE FOY 110V  (LRCF4),POR CLASIFICAR,LRCF4.webp
72,LLAVE ARTI. DBLE 1X1-1/16 (72),Herramienta manual,72.webp
1238B,LLAVE COMB. FOSF. 1-3/16 URREA (1238B),Herramienta manual,1238B.webp
123509,"MACHUELO 1/4"" -28NF SURTEK (123509)",Herramienta manual,123509.webp
